"x","Freq"
"use",147332
"can",129589
"will",86476
"iphone",79447
"app",74808
"mac",71423
"get",67660
"good",64495
"one",61078
"work",58282
"file",55415
"like",53310
"just",51374
"want",50302
"do",49271
"way",48066
"apple",47005
"try",46236
"run",45348
"time",44439
"os",43530
"im",42829
"itunes",42322
"window",41680
"also",41115
"application",40455
"new",39973
"find",39490
"see",39047
"need",38483
"go",37987
"make",37404
"x",36847
"know",36316
"may",35751
"ipad",35247
"screen",34742
"look",34094
"install",33528
"sync",32952
"ive",32358
"drive",31916
"phone",31067
"ipod",30930
"computer",30343
"support",29903
"open",29479
"device",29137
"now",28764
"problem",28428
"system",28113
"change",27751
"set",27365
"even",27043
"folder",26429
"doesnt",26199
"machine",26155
"thing",25887
"back",25600
"question",25361
"take",25110
"add",24579
"free",24613
"option",24347
"create",24135
"store",23943
"battery",23741
"user",23529
"2",23336
"version",23122
"disk",22939
"connect",22748
"think",22570
"youre",22119
"without",22209
"possible",22002
"something",21804
"download",21644
"command",21473
"macbook",21314
"click",21142
"pro",20997
"4",20828
"keyboard",20656
"page",20491
"case",20359
"update",20206
"button",20061
"still",19923
"seem",19797
"two",19670
"copy",19530
"network",19411
"start",19276
"answer",19151
"software",19025
"really",18908
"ios",18784
"sure",18683
"display",18556
