"x","Freq"
"one",65653
"can",59441
"2",55059
"1",51058
"3",44100
"will",39682
"numb",36251
"two",34279
"puzzle",31953
"answer",30489
"know",28821
"solution",27759
"4",26919
"use",26144
"first",25462
"get",24179
"time",24237
"move",23640
"leave",23051
"make",22474
"square",22057
"find",21551
"number",20995
"question",20558
"give",20142
"5",19714
"take",19340
"see",18891
"n",18241
"go",18326
"6",17948
"possible",17614
"0",17307
"case",17030
"way",16769
"solve",16489
"must",16202
"need",15989
"b",15720
"good",15478
"follow",15247
"start",14716
"c",14493
"7",14607
"problem",14388
"now",14167
"piece",13662
"point",13795
"just",13629
"three",13436
"also",13256
"like",13068
"8",12922
"ball",12792
"9",12609
"do",12467
"day",12311
"since",12119
"box",11978
"example",11870
"even",11766
"think",11592
"end",11206
"work",10853
"may",11201
"mean",11064
"right",10931
"corner",10815
"line",10712
"let",10607
"either",10484
"win",10358
"position",10266
"say",10157
"turn",10030
"group",9919
"door",9850
"strategy",9734
"chance",9439
"many",9546
"color",9451
"x",9371
"odd",9303
"less",9213
"look",9116
"word",9030
"state",8941
"place",8866
"guess",8787
"knight",8722
"want",8657
"set",8587
"row",8526
"next",8468
"10",8219
"different",8328
"ask",8270
"people",8202
"digit",8143
"person",8075
